[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
    "/workspace/data/converted/droid_curated/train/droid_train_0653.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0654.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0655.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0656.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0657.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0658.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0659.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0660.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0661.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0662.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0663.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0664.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0665.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0666.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0667.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0668.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0669.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0670.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0671.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0672.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0673.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0674.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0675.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0676.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0677.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0678.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0679.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0680.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0681.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0682.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0683.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0684.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0685.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0686.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0687.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0688.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0689.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0690.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0691.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0692.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0693.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0694.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0695.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0696.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0697.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0698.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0699.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0700.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0701.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0702.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0703.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0704.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0705.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0706.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0707.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0708.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0709.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0710.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0711.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0712.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0713.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0714.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0715.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0716.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0717.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0718.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0719.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0720.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0721.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0722.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0723.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0724.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0725.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0726.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0727.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0728.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0729.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0730.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0731.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0732.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0733.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0734.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0735.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0736.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0737.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0738.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0739.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0740.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0741.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0742.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0743.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0744.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0745.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0746.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0747.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0748.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0749.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0750.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0751.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0752.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0753.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0754.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0755.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0756.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0757.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0758.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0759.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0760.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0761.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0762.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0763.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0764.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0765.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0766.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0767.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0768.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0769.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0770.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0771.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0772.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0773.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0774.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0775.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0776.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0777.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0778.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0779.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0780.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0781.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0782.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0783.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0784.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0785.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0786.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0787.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0788.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0789.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0790.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0791.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0792.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0793.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0794.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0795.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0796.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0797.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0798.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0799.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0800.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0801.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0802.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0803.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0804.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0805.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0806.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0807.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0808.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0809.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0810.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0811.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0812.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0813.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0814.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0815.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0816.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0817.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0818.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0819.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0820.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0821.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0822.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0823.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0824.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0825.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0826.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0827.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0828.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0829.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0830.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0831.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0832.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0833.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0834.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0835.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0836.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0837.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0838.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0839.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0840.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0841.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0842.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0843.hdf5",
    "/workspace/data/converted/droid_curated/train/droid_train_0844.hdf5",
